index	lp	original	translation	z_mean
637	zh-en	李亚玲你真是low爆了，果然，能跟叶璇做朋友的，素质真是好不到哪里去。小人得志的嘴脸就不要显摆了，还理直气壮的要求道歉，真是日了狗了	Li Yaling, you are really low. Sure enough, the quality of someone who can be friends with Michelle Ye is really not that good. Don't show off the villain's proud face, and ask for an apology righteously, it's really a dog	-0.80840135
638	zh-en	答辩过了感觉心里的石头一下子就放下了…不过接下来还有操舞的考试，体育的补考，哎，能不能让我轻松点呀	After the defense, I feel that the stone in my heart is put down all of a sudden... But there are still dance exams and make-up exams for sports. Hey, can you make me relax?	-0.071919367
639	zh-en	__币我睡觉的时候能不能请你不要咬我的脚或者拽我被子我正在梦见我的白马王子你特码舔我脚是什么意思	🐎Coin, can you please not bite my feet or pull my quilt when I sleep? I'm dreaming of my Prince Charming, what does your special code mean by licking my feet?	-2.281365316
640	zh-en	带丫蛋儿来棋友会下棋，和一个小朋友对了一局，另一个小朋友记录。完了边复盘叶老师边讲解。俺看了一会，丫蛋儿居然都记得每一手棋	Bring Yadaner to the Chess Friends Club to play chess, and play against a child, and the other child records. When it was over, Teacher Ye explained. I watched it for a while, but she actually remembers every chess move	0.664562616
641	zh-en	审个营运证搞了快五个月了。还沒结果！	It has been almost five months since I got an operating license. No result yet!	0.664562616
642	zh-en	谢谢小伙伴们的礼物，拿回家表示手很酸	Thank you for the gifts, my hands are sore when I take them home	0.664562616
643	zh-en	不害怕远离而慢慢失去联系，只担心生活在一起还不理解的内心。。人与人之间有太多的磨合，如果彼此了解后还不能接受，只能各自安好。。明天你好！工作了才发现什么事情都能解决，但人与人之间的事情只能知而不语，话不能太多，会伤人，话不能太真，会伤心，好吧，少说话说假话。	Don't be afraid of getting away and lose contact slowly, only worry about the heart that you don't understand when you live together. . There is too much running-in between people. If they can't accept it after they get to know each other, they can only settle down on their own. . Hello Tomorrow! It is only after work that I realize that everything can be solved, but the things between people can only be known without speaking. You can’t talk too much, it will hurt people, and you can’t talk too much, it will be sad. Well, don’t talk and tell lies. .	-0.80840135
644	zh-en	总嚷着要找个对象，却从不主动勾搭；没喜欢的人，也懒得接受别人的追求。倒也不是那么‘宁缺毋滥’，却还是不肯委屈将就。有时，感觉单身挺好的；又常常，羡慕别人成双入对。这才是，很多人单身的日常吧。--整日在慵懒和纠结中徘徊，日子就这样耗着~~	Always clamoring to find a partner, but never take the initiative to hook up; people who don't like them are too lazy to accept the pursuit of others. It is not so 'better lack than abuse', but still unwilling to be wronged. Sometimes, it feels good to be single; often, I envy others when they are in pairs. This is the daily life of many people who are single. --Wandering around in laziness and entanglement all day long, the days are spent like this~~	-0.80840135
645	zh-en	大早晨起来开批斗大会也是够了，让我整天都不好了……	It's enough to get up in the morning to have a critique meeting, it makes me feel bad all day...	0.664562616
646	zh-en	我能说我这辈子都不想干商业了么？！事多是其一，人员整体素质偏低是其二	Can I say that I never want to do business in my life? ! Too many things are one of them, and the overall quality of personnel is low is the other.	0.517266219
647	zh-en	看到他们，想到了以前自己读书的时候…	When I saw them, I thought of when I used to study by myself...	-0.071919367
648	zh-en	越要早起越睡不着这尼玛咋回事！	The more you get up early, the more you can't sleep. What's wrong with Nima!	-0.071919367
649	zh-en	收假钱了，郁闷😒😒，赚钱这么不容易！缺德	I got fake money, I'm depressed😒😒, it's not easy to make money! immoral	-0.80840135
650	zh-en	每次想要为你唱首歌，但是我只会……	Every time I want to sing a song for you, but I will only...	0.664562616
651	zh-en	2015年11月23日的夜晚就像一场不堪回首的恶梦，但是捱过所有痛苦后换来的喜悦让经历的这一切都变得无关紧要，因为你的来到，我们的爱。	The night of November 23, 2015 was like a nightmare to look back on, but the joy of going through all the pain made it all irrelevant because you came, our love.	0.664562616
652	zh-en	不敢往下看了难受得干脆看个结局得了免得破坏心里的美好	I don't dare to look down, I feel so uncomfortable, I just watch the ending so as not to destroy the beauty in my heart	0.369969822
653	zh-en	昨天刚考完科一，拿回身份证，晚上就看到领导在群里通知周二上班的时候带上身份证，行李，外出培训5天。也是真巧，可是临出发前，能不能让我见到一个双十一的快递呀	Yesterday, I just finished taking the exam for Section 1 and got my ID card back. In the evening, I saw the leader in the group telling me to bring my ID card and luggage when I went to work on Tuesday, and went out for training for 5 days. It's also a coincidence, but before departure, can you let me see a double 11 courier?	-0.80840135
654	zh-en	遇到过的双十一最牛x的店家退了款东西还照样寄了过来受到惊吓了呢	The most awesome store on Double Eleven I have ever encountered returned the money and still sent it over. I was shocked.	0.664562616
655	zh-en	车导在清迈契迪龙寺。车导搞什么鬼啊？美男没拍完又去拍别的剧？！根据你几个月前曾经发过另一个寺庙图片，推断车车新剧跟寺庙有关，莫不是寺庙里的基情戏？	The car guide is at Wat Chedi Luang in Chiang Mai. What the hell is the driver doing? The handsome man went to another drama before finishing the filming? ! According to another temple picture you posted a few months ago, it is inferred that the new Cheche drama is related to the temple. Could it be a love drama in the temple?	0.664562616
656	zh-en	装修真是最累的事情了，交代这个那个，结果都给我忘记做，总说看有没有什么办法弥补，能不能专业些，之前就做好	The decoration is really the most tiring thing. I explained this and that, but I forgot to do it. I always said to see if there is any way to make up for it. If I can be more professional, I will do it before.	-0.80840135
657	zh-en	天哪噜！有个老爷爷在公交车上拿6p听电子书！婚后试爱：检查官老婆......瞎了我的🐶👀	Oh my gosh! There is an old grandpa who listens to e-books with 6p on the bus! Love trial after marriage: the prosecutor's wife... blinded me 🐶👀	0.664562616
658	zh-en	上一秒还在吃馄饨，下一秒就睡着了，你也太奇葩了	One second I was eating wontons, the next I fell asleep, you are too weird	-0.071919367
659	zh-en	大家千万不要来湖边商贸学院上学，变态的大半夜居然还有男领导进女生宿舍“检查”，来了也没有看什么就是说说什么你们寝室布局不好之类的话。寝室又不是我们造的！我很怀疑到底是何居心！	"Everyone, please don't come to Hubian College of Commerce and Trade. In the middle of the night, there are still male leaders who go into the girls' dormitory to ""check"". When they come, they don't look at anything but say that your dormitory is not well laid out. The dormitory was not made by us! I wonder what the hell is going on!"	0.664562616
660	zh-en	【奇葩蛋糕】天哪，这货竟然是蛋糕	[Wonderful Cake] Oh my God, this product turned out to be a cake	0.664562616
661	zh-en	想要荷尔拜因固彩24，打完折还要九八零哎……	If I want Holbein solid lottery 24, it will cost 980 after the discount...	-0.071919367
662	zh-en	早上没有课去机房弄思修考试取最高五次的平均值好吧我只有48分这门课的平均分都有56	There is no class in the morning. I go to the computer room to get the average of the five exams. Okay, I only have a score of 48. The average score of this class is 56.	0.517266219
663	zh-en	妈呀，现在这计算软件真是越来越高端了，这都可以直接解	Damn, now this computing software is really getting more and more high-end, it can be solved directly	0.517266219
664	zh-en	睡前我把客厅门关好好的，一会儿出来发现门是开着	Before going to bed, I closed the living room door, and when I came out, I found the door was open.	0.664562616
665	zh-en	最近好忙啊！都忘了写微博了╭(°A°`)╮11.14宝贝生日，下午消失了一段时间，提前定好了主题房，用花瓣、蜡烛简单装饰了一下，准备了蛋糕和礼物，不过她都差不多猜到了	I've been so busy lately! I forgot to write on Weibo╭(°A°`)╮ 11.14, baby’s birthday, disappeared for a while in the afternoon, I booked the theme room in advance, decorated it with petals and candles, prepared cakes and gifts, but she was almost the same guessed	-0.071919367
666	zh-en	偶然间看到同学传的婚纱照，天哪，这两个人怎么在一起了	I accidentally saw a wedding photo passed on by my classmates, my God, how did these two get together?	0.664562616
667	zh-en	看哪个视频后，恶心了2天还有阴隐，靠	After watching which video, I was nauseous for 2 days and still dark, relying on	-0.80840135
668	zh-en	三哥开挂不是稀松平常的事情麽？有什么大惊小怪的！	Isn't it a common thing for the third brother to hang up? What a fuss!	-0.071919367
669	zh-en	吃了一碗饭之后想拉屎，拉屎的过程中被自己臭的吐了，想想也真是恶心，恶心的没谁了。。。	After eating a bowl of rice, I wanted to poop, and in the process of pooping, I vomited so badly that I felt disgusting when I thought about it. No one is disgusting. . .	-0.071919367
670	zh-en	不是告诉我刷上了吗！五个人一起骗我宝宝不开心	Didn't you tell me to brush it! Five people lied to me together, the baby is not happy	0.517266219
671	zh-en	每次它病我都是最倒霉的，不光要我照顾，等他快好了我还会被传染	Every time he gets sick, I am the most unlucky. Not only does he need me to take care of him, but I will be infected when he gets better soon.	-0.071919367
672	zh-en	已经是第二天输液了，头还是疼的要死，要靠吃止疼片和睡觉来度日…输完液各种想吐头晕反应	It’s already the second day of infusion, and my head still hurts to death. I have to take painkillers and sleep to get by... After the infusion, I feel nauseous and dizzy.	0.664562616
673	zh-en	土澳剥夺了我逛街的乐趣～苦…实在是太苦了…	Tuao has deprived me of the joy of shopping~ bitter... it is so bitter...	0.664562616
674	zh-en	今天收拾我的衣柜，天啊，好多衣服---	Packing my closet today, oh my god, so many clothes---	0.664562616
675	zh-en	哪里都不是想躲的地方，只想逃的远远的……好累啊！明天起改变心态，到底老天会带给我多少磨难，我都一一定接住！	There is no place where I want to hide, I just want to escape far away... I'm so tired! From tomorrow onwards, I will change my mentality. I will definitely catch all the hardships God will bring me!	0.664562616
676	zh-en	原来我身边一直都潜伏着一个四叶草，我今天才发现	It turns out that there has always been a four-leaf clover lurking around me, and I just discovered it today	0.664562616
677	zh-en	睡什么睡，去收拾收拾呀，快去呀，每次拖鞋咬到这儿一会儿咬到哪儿，快去收拾呀快去呀	What to sleep, go and clean up	-2.281365316
678	zh-en	哎，苦逼学生党真辛苦，起早贪黑，每晚作业写到十二点，早上六点半起床，到了高中还要晚自习，周末只放一天假	Hey, it’s really hard to force the student party. I get up early and stay in the dark. I write homework every night until 12 o’clock, get up at 6:30 in the morning, and I have to study late in high school. I only have one day off on weekends.	-0.80840135
679	zh-en	其实这样的疼不算什么，忍忍就过去了，对嘛	In fact, this kind of pain is nothing, just bear it and it will pass, right?	0.664562616
680	zh-en	每次两个人晚上聊天发最后一条消息的人一定很爱对方，因为他一定要等屏幕另一面的她放下手机后，才会放下手机。	Every time two people chat and send the last message at night, the person who sends the last message must love each other very much, because he must wait for her on the other side of the screen to put down the phone before putting down the phone.	-0.071919367
681	zh-en	自卑深深的自卑今天看书里面又有皮包骨的怪老头在costa碰到一个皮包骨的中年男老是会想起新闻里厌食症的图片我觉得他们都很吓人吓得我喝完咖啡睡不着又自己闷了二两白感觉一周没锻炼浑身又静止了特别怕特别怕自己瘦成的不成人样麻辣比为什么我不能长肉我是真的怕瘦	Inferiority, deep inferiority complex I'm bored for two or two whites. I feel like I haven't exercised for a week and I'm still. I'm especially afraid that I'll become skinny. Why can't I grow fat? I'm really afraid of being thin.	-0.071919367
682	zh-en	过了一次就是少一次，你们稳定的站着我往前冲就好了	After one time, one less time, you just stand stably and I rush forward.	-0.071919367
683	zh-en	一边洗澡一边还有蚊子咬我，真是醉了	Mosquitoes bit me while I was taking a shower, I was really drunk	-0.80840135
684	zh-en	这男的禽兽啊，卧次奥，这女的脑残还是智障，傻逼嘛，难道生活里就只剩下这些了吗，不能干点正事儿嘛，幼女！幼女！幼女哎！尼特么，也真下得去手啊！女性，在一定成程度上仍然属于弱势群体，本该被保护的……这些人也不想想，难道你们都是从石头里爬出来的？⚡	This man is a beast, lie Ciao, this woman is mentally retarded or mentally retarded, stupid, isn't that the only thing left in life, can't you do something serious, little girl! little girl! little girl! Nit, it's really good to do it! Women, to a certain extent, are still vulnerable groups and should be protected... These people don't even think about it, are you all crawling out of rocks? ⚡	-3.754329282
685	zh-en	三天两头的要出个远门也不懂自己在干哈好像忙的不得鸟的样子明天去杭州礼拜六去上海米尼玛尼哄这种天得乖乖在家睡觉啊	I have to travel far away every three days and I don't know how busy I am. I will go to Hangzhou tomorrow and go to Shanghai Minimani on Saturday to coax this kind of weather. I have to sleep at home.	-2.281365316
686	zh-en	就算我心情在不好，我也不会不理你	Even if I'm in a bad mood, I won't ignore you	0.664562616
687	zh-en	我的天哪！我们的教育是该好好反思了！！！	Oh my god! It's time to rethink our education! ! !	0.664562616
688	zh-en	越畏惧，越心慌......你只有，勇往直前.......	The more afraid, the more flustered...you only have to move forward...	0.664562616
689	zh-en	最近这几天，开启忙碌状态。我需要做3个PPT，3个大视频，3个啥都不会的实验报告，1个零基础的科研项目，	In the past few days, the busy state has been turned on. I need to do 3 PPTs, 3 big videos, 3 experimental reports that I know nothing about, 1 zero-based scientific research project,	0.664562616
690	zh-en	买车的时候我爸说为什么不买奔驰宝马，带女朋友回家的时候我爸说我们这礼金就是十万，我说爸咱们这不都是两万多吗，我爸说就是十万，现在买房子我爸说93平那个太小了，180那个差不多，我想说的是爸你倒是给我钱啊？？！！你以为你儿子有多少钱？！真是坑死儿子不偿命！	When I bought a car, my dad said why not to buy a Mercedes-Benz BMW. When I brought my girlfriend home, my dad said that our gift money was 100,000 yuan. I said that Dad and ours are more than 20,000 yuan. My dad said it was 100,000 yuan. Now to buy a house, my dad said that 93 square meters is too small, and 180 is about the same. What I want to say is that Dad, you will give me money? ? ! ! How much money do you think your son has? ! It really sucks for my son's life!	-2.281365316
691	zh-en	淋的一塌糊涂，我为什么要戴眼镜	It's a mess, why should I wear glasses	0.517266219
692	zh-en	以前，我曾抬头仰望着这。感觉你上海，是你让我执着的一直奋斗。	I've looked up at this before. I feel that you are Shanghai, you are the one who keeps me persistently struggling.	0.664562616
693	zh-en	美的吆，看了潘婷官方唯一潘婷很是激动。	Beautiful, I was very excited to see Pantene's official only Pantene.	0.664562616
694	zh-en	为什么一感冒就连起床都没力气了。	Why can't I even get out of bed when I have a cold?	0.664562616
695	zh-en	想表达的太多，却不想说。晚安，别想我。	I want to express too much, but I don't want to say it. Good night, don't miss me.	0.664562616
696	zh-en	妈的想起来我昨天晚上发了个梦梦到冠军秀名次掉到二位了	Damn, I remembered that I had a dream last night and dreamed that I dropped to the second place in the championship show.	0.664562616
697	zh-en	总是有内种三脚踹不出一个屁的人，你急得要死，人家可以当做什么都没有发生一样。	There are always people who can't kick a fart with three legs. You are so anxious to die that people can pretend that nothing happened.	-0.071919367
698	zh-en	你妹，拖了一个星期工资好似仲若无其事	Your sister, it seems like it's nothing to do with a week's delay	-2.281365316
699	zh-en	整理下房间有种想死的心以后再买买买的时候得时刻提醒自己放不下放不下放不下放不下啊啊啊啊啊	After tidying up the room, there is a kind of heart that wants to die	-2.281365316
700	zh-en	真的是够了，就没一件好事降临在我身上。	It's really enough, and nothing good comes to me.	0.664562616
701	zh-en	为什么眼泪瞬间就掉了下来心还会疼可更多的是害怕和恐惧	Why do tears fall in an instant and my heart still hurts, but it's more of fear and fear	0.664562616
702	zh-en	好心情都没有了！！！我真的想去看电器啊！郁闷！	The good mood is gone! ! ! I really want to see electrical appliances! depressed!	0.664562616
703	zh-en	你就像黑夜；拥有寂静与群星，你的沉默就是星星的沉默，遥远而明亮……我喜欢你的，仿佛你消失了一样、遥远且哀伤，仿佛你已经死了……彼时！一个字……一个微笑。已经足够：而我会觉得幸福：因那不是真的而觉得幸福。	You are like the night; with silence and stars, your silence is the silence of the stars, distant and bright... I like you, as if you were gone, distant and sad, as if you were dead... Then! A word...a smile. Enough is enough: and I'll be happy: happy because it's not true.	-0.071919367
704	zh-en	生活坏到一定程度就会好起来，因为它无法更坏！许多事，坚持坚持，就过去！	Life gets better when it's bad enough, because it can't get any worse! A lot of things, stick to it, let it pass!	-0.071919367
705	zh-en	一生病老十岁。求支招儿。如何治疗失眠。再不睡觉就死了。	When sick, ten years old. Ask for help. How to treat insomnia. If you don't sleep, you will die.	0.517266219
706	zh-en	脑残的点了一个不改点的确定，结果折腾到现在～下手需三思，期待恢复正常使用，快见光明～	The brain-damaged person clicked on the decision of not changing the point, and the result has been tossing until now~ I need to think twice before starting, I look forward to returning to normal use, and see the light soon~	-3.754329282
707	zh-en	银联在霓虹的占有率除了我们公司不能刷之外可能已经达到遍布各大商场的程度。今天来了一群棒国人，掏出一张卡来，我一刷发现不能用，仔细一看，明明是写满棒国话的卡居然是银联卡	In addition to our company's inability to brush, UnionPay's share in neon may have reached the level of all major shopping malls. Today, a group of Bangguo people came and took out a card. I swiped it and found that it couldn’t be used. After a closer look, the card that was written in Bangguo was actually a UnionPay card.	0.369969822
708	zh-en	再坚持坚持！两个月，都可以看不到了！	Keep on keeping on! For two months, you can't see it!	-0.80840135
709	zh-en	看上个妹子，然后想干件事就变得好难好难0女孩的心思男孩你别猜，猜来猜去也猜不出来。0IneedAV。	When you see a girl, and you want to do something, it becomes very difficult. The girl's mind, boy, don't guess, you can't guess it even if you guess. 0IneedAV.	0.369969822
710	zh-en	肚子好痛，脚发软，呜呜～痛屎宝宝啦	My stomach hurts, my feet are soft, woohoo~ it hurts baby	-0.071919367
711	zh-en	白天得干活，晚上常做梦，累死姐了	I have to work during the day, and I often dream at night. I am exhausted.	0.664562616
712	zh-en	这么晚我要被气屎了，我的耳机竟然坏了，我的小心脏呐在我心里耳机可是胜过爪机的神	I'm going to be pissed so late, my earphones are broken, my little heart, in my heart, earphones are better than claw machines	0.369969822
713	zh-en	最新消息：路透社报道美国现在认为俄罗斯战斗机是在叙利亚领空被击中爆炸的！	UPDATE: Reuters reports that the US now believes a Russian fighter jet was hit and exploded in Syrian airspace!	0.664562616
714	zh-en	体个测居然被拍成了忍者神龟！！忍不了了！！	The body test was actually photographed as a Teenage Mutant Ninja Turtle! ! I can't take it anymore! !	0.664562616
715	zh-en	今天把所有节目都看完了看到大屏幕上出现自己的照片忽然意识到即将要告别四年的舞台	I finished watching all the shows today and saw my picture on the big screen. Suddenly I realized that I was about to say goodbye to the four-year stage.	0.664562616
716	zh-en	快下班了！家长才来找老师！为什么和专业课老师谈那么久！！！真是醉了！现在还要等着不能下班	It's almost time for get off work! Parents come to find teachers! Why talk to the professional teacher for so long! ! ! Really drunk! Still waiting to get off work	-0.80840135
717	zh-en	尼玛，又到这个点了，好想明天能坐交通车	Nima, it's this point again, I really want to be able to take the shuttle bus tomorrow	-2.281365316
718	zh-en	睡不着，却觉得很困，困还是睡不着，是我想太多吗？心情低落，一点也不开心	Can't sleep, but feel very sleepy, sleepy or can't sleep, am I thinking too much? Feeling down, not happy at all	0.664562616
719	zh-en	「外面下着，雨犹如我心血在滴」………大半夜睡不着发神经了，哈哈	"""It's raining outside, it's like the rain is dripping from my heart""... I can't sleep in the middle of the night and get nervous, haha"	-0.071919367
720	zh-en	我就是佩服韩国人创造美的决心，这样的神器都能想到	I just admire the determination of Koreans to create beauty, such an artifact can be imagined	-0.071919367
721	zh-en	人生不如意，十之八九，没什么大不了的	Life is unsatisfactory, nine times out of ten, it's no big deal	0.664562616
722	zh-en	知道生命仅剩的时候也许会觉得世上的一切都是风轻云淡无所畏惧抱着一切都是大不了，大不了一死只有死亡真正接近的时候才会越害怕越不安越看清自己想要什么遗憾这个东西真可怕啊	When you know that there is only life left, you may feel that everything in the world is light and cloudless. Holding everything without fear is a big deal. Death is a big deal. Only when death is really close will you be more afraid, more uneasy, and more aware of what regrets you want. This thing is scary	0.369969822
723	zh-en	这一幕想起来壁花少年的结尾有的人步入17岁就忘了自己16岁的样子青春终将是故事但至少现在这些是正在发生的我正和我爱的人在一起听着那首歌我知道自己不再是一个悲伤的故事这一刻我发誓我们就是永恒#防弹少年团##花樣年華pt.2#	This scene reminds me of the end of The Perks of Being a Wallflower. Some people turn 17 and forget what they looked like at 16. Youth will be a story, but at least it's happening now I know I'm no longer a sad story at this moment I swear we are forever #BTS##In the Mood for Love pt.2#	-0.80840135
724	zh-en	分享祖国制造的崇迪佛牌。祖国的仿造技术均为天人，可是佛牌背面的金纳班川经文居然能翻译成英文字母。仔细看看可见Iwilltobe.....me,you.and,的字母等等。戴了这样的牌会有什么效果呢？	Share the Somdej amulet made in the motherland. The imitation techniques of the motherland are all heaven and man, but the Jinnapanchuan scriptures on the back of the amulet can be translated into English letters. Take a closer look at the letters visible Iwilltobe.....me, you.and, etc. What would be the effect of wearing such a card?	-0.80840135
725	zh-en	长辈的决定和身边的人哪个更重要？是因为身边的人在心中根本不重要才会听长辈的话离开？还是还是……想不出还是什么可能真不是那个重要的人。	Which is more important, the decision of the elders or the people around you? Is it because the people around you are not important in your heart at all, so you listen to your elders and leave? Or still... can't think of something that might not really be that important person.	0.664562616
726	zh-en	数死早，可我不是傻！我又不是来给12306做网页测试的！	It's too early to count, but I'm not stupid! I'm not here to test the web page for 12306!	0.664562616
727	zh-en	回来上班第一天，午睡就睡到下午4点，以至于现在还睡不着，当然影响我睡眠的还有体重称上越来越大的数字	On the first day I came back to work, I slept until 4:00 pm, so I still can’t fall asleep. Of course, what affects my sleep is the increasing number on the weight scale.	-0.071919367
728	zh-en	为什么今天会发这么多微博呢？那就是因为有一件事耗尽了我所有的耐心那就是！哈！尔！滨！工！业！大！学！的校！内！网！	Why are there so many Weibo posts today? That's because one thing drained all my patience and it was! what! you! coast! work! industry! Big! study! school! Inside! network!	-0.071919367
729	zh-en	小米出生至今第一次要离开他一天，不负责他吃饭睡觉，有点小担心。和小米奶奶约定，她不打电话给我，我就不打给她，她也让我放心，小米也同意了今天跟奶奶，看似很完美呀！希望今天一切顺利吧，希望这是一个好的开始吧，真真真期待晚上的约会	It was the first time that Xiaomi had been away from him for a day since he was born. He was not responsible for his eating and sleeping, so he was a little worried. I made an agreement with Grandma Millet that if she didn't call me, I wouldn't call her. She also reassured me. Millet also agreed to talk to Grandma today, which seems perfect! Hope all goes well today, hope it's a good start, really looking forward to the date tonight	-0.071919367
730	zh-en	都已经穷到没钱开饭了，为什么还想着买书呢…而且刚买回来的书也没看完……但是又好像买……	I'm already so poor that I don't have money to cook, why do I still think about buying a book...and I haven't finished reading the book I just bought...but it seems like I'm buying...	0.517266219
731	zh-en	烦米日眼的一天背背背我想说一句我就是一学渣才会在你们公司上班	I'm tired of Mi Riyan's day, I want to say that I am a scumbag to work in your company	-0.80840135
732	zh-en	12月六号考试，7号就去考察，我压力也是好大	The exam will be on the 6th of December, and I will be there on the 7th. I am also under a lot of pressure.	0.517266219
733	zh-en	今天是小丫头最闹腾的睡眠之夜，没有之一…作为一直以来雷打不动需要睡午觉的小孩来说，今天跟我妈玩high了不睡觉。晚上洗澡后，从八点开始躺床上哭闹了一个多小时才疲惫含泪睡去。我今天真想把她踢到外星球去谁家熊孩子啊！！！	Today is the most noisy sleep night for little girl, there is no one... As a child who has always been unmoved and needs to take a nap, I played high with my mother today and didn't sleep. After taking a bath in the evening, I lay in bed crying for more than an hour from eight o'clock before I fell asleep with tears in my eyes. I really want to kick her to an alien planet today. ! !	-2.281365316
734	zh-en	去取钱路遇那天厕所死变态钱都没取就回来了为什么要允许这样的渣渣继续在学校出现	When I went to withdraw money, the toilet died on the day I went back without withdrawing the money. Why should such scumbags continue to appear in the school?	-0.80840135
735	zh-en	回到家里就立马回归自然了呢，真可爱。小外甥女看着他好像吃不下饭的样子，就那么可怕吗？	When I get home, I immediately return to nature, so cute. The little niece looked at him as if she couldn't eat, was that so scary?	0.664562616
736	zh-en	尼玛自动更新微博的羞耻度好高啊啊啊啊	The shame of Nima automatically updating Weibo is so high ah ah ah ah	-0.80840135
737	zh-en	。我的天，我居然想不起昨晚做了什么	. My God, I can't remember what I did last night	0.664562616
738	zh-en	我的脸盲症又加重了，这是一种基因突变遗传缺陷。回家路上堵着一辆车一动不动，司机路边打电话理也不理，战战兢兢擦着他车边上开过去，看到他前面撞了一辆电动车，骂了声让你显摆，活该你。回到家才发现那人是我家对门女婿[衰]，他可是天天来啊！从他家里出来我认识他，在任何地方看到我都不会认识他。	My prosopagnosia has worsened again, which is a genetic defect caused by a genetic mutation. On the way home, a car was standing still, and the driver ignored the phone calls on the side of the road. He rubbed the side of his car nervously and drove over. When he saw an electric car in front of him, he scolded you to show off. You deserve it. you. When I got home, I found out that the man was my son-in-law [bad], but he came every day! I knew him from his house, and I wouldn't know him anywhere I saw him.	-0.80840135
739	zh-en	宜家里头一女的穿着鞋就睡在床上，玩手机，无语。她们不会觉得脏吗	The first woman in IKEA slept on the bed wearing shoes, playing with her phone, speechless. don't they feel dirty	0.517266219
740	zh-en	牙龈肿痛。求解救东西也吃不了了痛得要死，怎么睡啊？？？？	Swollen gums. I can't eat even if I ask for help, it hurts to death, how can I sleep? ? ? ?	0.517266219
741	zh-en	MLGB再不出粮本宝宝脖子就要断鸟????????????	If MLGB is out of food, this baby will have a broken neck????????????	-0.80840135
742	zh-en	求帮忙人肉此人，刚刚今天报警，怕会比较难查，我的生活费全被骗了	Please help this person, I just called the police today, I am afraid it will be more difficult to check, my living expenses have been deceived	-0.80840135
743	zh-en	此时此刻我多么希望我的窗帘是隔音的	How I wish my curtains were soundproof at this moment	0.664562616
744	zh-en	四年了，我对这个学校的女生真的是忍够了，从大一开始各种女生各种打水插队，各种打饭插队，我们按顺序排队的感觉都快变成了异类，到现在班里同学都在学习，一群人进来叽叽喳喳聊家常，我特别想问问你们到底有没有素质。我真的是为你们的未来感到担忧	For four years, I really have had enough of the girls in this school. From the beginning of freshman year, all kinds of girls jumped in the queue for water and rice. The feeling of us queuing in order has almost become an anomaly. Now all the students in the class are studying, and a group of people come in to chat and chat about daily life. I especially want to ask if you have any quality. I'm really worried about your future	-2.281365316
745	zh-en	行动才是验证和见证语言的唯一标准。不产生实际行动的语言，叫花言巧语。不付诸实践的计划和承诺，叫瞎扯淡！	Action is the only criterion for validating and witnessing language. Language that does not produce actual action is called rhetoric. Plans and promises that are not put into practice are bullshit!	0.664562616
746	zh-en	请问谁能告诉我！粉丝群怎么也在主页里找不到了呢！哪里去了！	Can anyone tell me please! Why can't the fan group be found on the homepage! where it goes!	0.664562616
747	zh-en	想把手机关上一周过上没有网络没有电话的生活...如果能那该有多好	I want to turn off my mobile phone for a week and live a life without internet and phone... How great would it be if I could	0.664562616
748	zh-en	胖了也不愛自拍每次拍兩張就沒興趣了臉太圓😭😭😭翻了好久手機才找了這幾張每天都告訴自己要減肥每晚宵夜都安慰自己只吃了一點點😑😑😑😑	I don’t like taking selfies when I’m fat. I’m not interested in taking two pictures every time. My face is too round😭😭😭 I searched my phone for a long time to find these pictures. Every day I tell myself that I want to lose weight. 😑😑😑	-0.80840135
749	zh-en	在应县，震撼于千年木塔的亲和与雄伟。205省道，盘山公路，满足我们对旅途的所有幻想和期待。（就是悬崖上的公路太吓人[惊恐]）五台山下入住，停下来，一杯咖啡，一个热水澡，月亮给这小城描着银边，我觉得整个人都胖了起来～忻州·繁峙县	In Ying County, I was shocked by the affinity and majesty of the thousand-year-old wooden pagoda. The 205 provincial road, the winding mountain road, meets all our fantasies and expectations for the journey. (The road on the cliff is too scary [horror]) Check in at the foot of Wutai Mountain, stop, have a cup of coffee, take a hot bath, the moon paints the silver edge of this small town, I feel that the whole person has gained weight ~ Xinzhou·Fanzhi County	0.664562616
750	zh-en	玛雅……居然上了杨咩咩同学的精选受宠若惊啊	Maya... I'm flattered that she was actually selected by Yang Baa's classmates	-2.281365316
751	zh-en	祈祷一切平安顺利，不要有任何意外发生，老天，我求求你了，我只想简简单单就好！一定要平安，	Pray that everything goes well and nothing accident happens, God, I beg you, I just want to keep it simple! Be safe,	0.664562616
752	zh-en	昨天丢了优盘，丢了手机卡，迷了路，下错车。。。好像一天把所有的坏运气都用上了。但今天的心情却无比灿烂	Yesterday I lost my USB flash drive, lost my mobile phone card, got lost and got off the wrong car. . . Seems like all the bad luck has been spent in one day. But today's mood is very bright	0.664562616
753	zh-en	要么好好按课本上，要么提前给范围！你丫的讲的都不是课本知识，还他妈的不给范围！学学社会科学老师好不好，看同学们都不听课，直接把期末试题加答案发给了我们！你不知道姐姐我这学期重任大吗？！	Either follow the textbook carefully, or give the scope in advance! You are not talking about textbook knowledge, and you don't give the scope! Xue Xue social science teacher is good, see that the students do not listen to the class, and directly send the final exam questions and answers to us! Don't you know that my sister and I have a lot of responsibilities this semester? !	-3.754329282
