lp,src,mt,score
zh-en,昏昏沉沉的睡一会醒一会头疼了一晚上煎熬,"Sleepy for a while, waking up for a while, headache for a while, suffering all night",0.664562616
zh-en,岁月真的是把杀猪刀！！突然翻热门看到王栎鑫都当爸爸了，天呐！！！还一直是印象中的小屁孩呢,"Time is really a butcher knife! ! Suddenly became popular and saw that Wang Yuexin has become a father, my God! ! ! I've always been the little kid I remember.",0.369969822
zh-en,像我这种偏行姑娘为了让一行像一行坐的端的好累,A biased girl like me is so tired trying to make a row sit like a row,0.664562616
zh-en,不枉费昨晚跑了5公里！终于睡了一个好觉好激动！！！失眠的夜晚翻来覆去真的太痛苦！对了。我准备去参加下个月的马拉松！不过估计我只能参加个迷你马拉松。可是也要跑6.5公里。不懂能不能坚持下来,"Well worth the 5km run last night! Finally got a good night's sleep, so excited! ! ! Tossing and turning in sleepless nights is really painful! correct. I'm getting ready to run a marathon next month! But I guess I can only participate in a mini marathon. But also to run 6.5 kilometers. I don't know if I can hold on",0.664562616
zh-en,我不看国足好多年，怎么现在连香港队都踢不过了啊？,"I haven't watched the national football team for many years, why can't even the Hong Kong team play now?",-0.80840135
zh-en,我来过几次静静地品你家的包子味道悠长的苦涩或芬芳一壶老酒、一碗烩菜我与你对饮，从陌生到兄弟，我俩在岁月里沉浮夜深了繁星点点跌进酒杯化一层洁白的清香酒是热的而心亦是滚烫,"I have been here a few times to quietly taste your buns, the long-lasting bitterness or fragrance, a pot of old wine, a bowl of stewed vegetables Putting a layer of pure white fragrant wine into the wine glass is hot and the heart is boiling hot",-0.80840135
zh-en,妈蛋，这两天的报表太多了，整天整天的盯着电脑，我的颈椎快疼死了。,"Damn, there are too many reports in the past two days, staring at the computer all day long, my cervical spine is hurting to death.",0.664562616
zh-en,一直下雨，无处可走，只好宅在家里,"It was raining all the time, nowhere to go, so I had to stay at home",0.664562616
zh-en,【高中生带15岁女友回家同居竟然被自己亲爹强奸,[High school student brought his 15-year-old girlfriend home to live together and was raped by his own father,0.664562616
zh-en,艹，过敏刚好2天，又过敏了。你麻痹，什么鬼东西。三天两头这样,"Damn, it's been just 2 days since I was allergic, and I'm allergic again. You are paralyzed, what the hell. Every three days like this",-0.071919367
zh-en,阳光➕沙滩➕海浪➕臭脚丫子😄哈哈哈…,Sunshine➕Beach➕Waves➕Stinky Feet😄 Hahaha…,0.664562616
zh-en,有时候，我们活得很累，并非生活过于刻薄，而是我们太容易被外界的氛围所感染，被他人的情绪所左右。行走在人群中，我们总是感觉有无数穿心掠肺的目光，有很多飞短流长的冷言，最终乱了心神，渐渐被缚于自己编织的一团乱麻中。其实你是活给自己看的，没有多少人能够把你留在心上。,"Sometimes, we live very tired, not because our life is too mean, but because we are too easily infected by the atmosphere of the outside world and influenced by the emotions of others. Walking in the crowd, we always feel that there are countless piercing eyes, and there are many short-term and long-lasting cold words. In the end, our minds are confused, and we are gradually tied in the mess we weave. In fact, you live for yourself, and not many people can keep you in their hearts.",0.664562616
zh-en,一个近期要往返家里跑的吃土girl，不多，400够我两个来回,"A soil-eating girl who is going to run to and from home in the near future, not much, 400 is enough for me to go back and forth",-0.80840135
zh-en,今天的英雄联盟是炸了吗！！半天登不进去一进去就各种位置未知错误组队也组不了,"Did League of Legends blow up today! ! If you can't get in for a long time, as soon as you get in, you will find various positions and errors. You can't form a team.",-2.281365316
zh-en,每个人心底都有那么一个人，已不是恋人，也成不了朋友。时间过去，无关乎喜不喜欢，总会很习惯的想起你。然后希望你一切都好。,"There is such a person in everyone's heart, who is no longer a lover or a friend. As time passes, it doesn't matter whether you like it or not, you will always be accustomed to think of you. Then hope you are all well.",-0.071919367
zh-en,"【一女子耳道暗藏一只活蜘蛛医院检查吓得抓狂】长沙李女士最近总觉得左耳道内有些发痒,似有异物在耳朵内,而且异物感越来越明显。8日一早,李女士到长沙市中心医院耳鼻喉头颈外科就诊。医生惊讶地发现,李女士左耳道内竟然有一只蜘蛛!","[A woman hides a live spider in her ear canal and was maddened by the hospital inspection] Ms. Li in Changsha recently felt a little itchy in her left ear canal, as if there was a foreign body in her ear, and the sense of foreign body became more and more obvious. On the morning of the 8th, Ms. Li went to the Department of Otolaryngology and Head and Neck Surgery of Changsha Central Hospital. The doctor was surprised to find that there was a spider in Ms. Li's left ear canal!",-0.071919367
zh-en,今天的戏在山里的小学~孩子们一直问我们什么时候再去还给我们写小纸条要电话号码都是些可爱的孩子很多父母不在身边学校的老师很少他们很需要爱,"Today's play is in the elementary school in the mountains~ The children keep asking us when we will go again, and they write us a small note and ask for a phone number. They are all cute children. Many parents are not around. There are very few teachers in the school. They need love very much.",0.664562616
zh-en,在泰国生活的二姐姐分享给我的人妖图片(⊙o⊙)哦！我想说，并不是每个人妖都是美丽动人的！,The shemale picture shared by my second sister who lives in Thailand (⊙o⊙)! I would say that not every ladyboy is beautiful!,0.664562616
zh-en,平时经常受到Xanxus的“暴力攻击。,"He is often subjected to ""brute force attacks"" by Xanxus.",0.664562616
zh-en,大冶话，鄂州话，咸宁话居然是相同的,"Daye dialect, Ezhou dialect, and Xianning dialect are actually the same",0.664562616
zh-en,最近睡眠质量太差，总梦见有些人想谋害本宫！,"The quality of sleep is very poor recently, and I always dream that some people want to murder Ben Gong!",0.517266219
zh-en,身边人都一样，朋友含义不是那么简单，能和睦相处就相处，不能就彻底说明白，别玷污朋友这个词，没完没了地四处诋毁，无限的争吵，有个卵用！敞亮的，行还是不行，走还是留,"Everyone around me is the same. The meaning of a friend is not that simple. If you can live in harmony, you can get along. If you can’t, you can explain it completely. Don’t sully the word friend. Open and bright, go or not, go or stay",-0.80840135
zh-en,英国的某公交站：等个公交车而已，用不用这样。。,"A bus station in the UK: Just waiting for a bus, don't use this. .",-0.80840135
zh-en,347、外媒总是先知先觉。今晚欧美股市大涨，莫非和这条消息有关吗？,347. Foreign media are always foresight. European and American stock markets rose sharply tonight. Could it be related to this news?,0.664562616
zh-en,在练word单项题，因为困难不得不停下来的时候，再得知要考85才有用然后单项两题就20的时候，感觉整个世界都黑暗了，辛辛苦苦埋头自学练了一个多月的二级就要这样白费了吗,"When I had to stop practicing word single-item questions because of difficulties, and then I learned that the test was 85 to be useful, and then the single-item two questions were 20, I felt that the whole world was dark, and I worked hard to study and practice by myself for more than a month. Is it going to be a waste of level 2?",-0.071919367
zh-en,明天运动会按捺不住心里的激动。。。。。。（心想这所‘恶心’的学校居然会开运动会),I can't hold back my excitement for the games tomorrow. . . . . . (Thinking that this 'disgusting' school actually has a sports meeting),0.664562616
zh-en,趁手机没犯病赶紧发给微博现在📱是我老大随时准备下一秒蓝屏关机一定要坚持到周末俩ppt刚完事又来俩关键是二学历没等学完发现考试时间我给巧妙的错过了天天过的提心吊胆,Hurry up and send it to Weibo while the phone is not sick. Now 📱 is my boss is always ready to turn off the blue screen in the next second. I must persist until the weekend when the two ppts are finished and come again. Day by day with trepidation,-0.80840135
zh-en,我是有多久没有谈恋爱了……和天猫卖家就商品讨价还价聊了两个晚上居然也能有动心的感觉不活了,"It's been a long time since I fell in love... After chatting with Tmall sellers about commodity prices for two nights, I still feel tempted.",-2.281365316
zh-en,回家的时候电梯门口有好几个带血的鞋印，脑补了一出悬疑恐怖凶杀大片，回到家才觉得可怕，把门全反锁了还是害怕，嗯，今晚不用睡了～～～,"When I got home, there were several bloody shoe prints at the elevator door. My brain made up a blockbuster suspense horror and murder. When I got home, I felt terrible. I locked the door and was still scared. Well, I don’t have to sleep tonight~~~",0.369969822
zh-en,闺女大晚上要喝橙汁，家里榨汁机姥爷征用了，于是乎手动用柠檬杯上的榨汁器，拧的手酸呀，就这么一碗，优姐两口就干了，把碗递给我说妈妈刷了吧！我仿佛看到了我未来50年的人生l,"My daughter wants to drink orange juice at night, but my grandfather requisitioned the juicer at home, so I manually used the juicer on the lemon cup, and my hands were sore. It was just such a bowl. Sister You finished two mouthfuls, and handed me the bowl. Say mom brush it! I seem to see my life for the next 50 years l",-0.071919367
zh-en,那些给了我那么多温暖的人呐冬天我戴着你的围巾见你,Those who have given me so much warmth I see you in winter with your scarf,0.664562616
zh-en,我tm在洗澡快遞一直敲敲敲打一架吧,"I'm in the shower, the courier has been knocking and beating.",-2.281365316
zh-en,少女心在连发型都保持着当初道明寺那个样子的言承旭出现的那一刻爆棚！#我的少女时代#💃💃,"The girl's heart exploded at the moment when Jerry Jerry, who even had the same hairstyle as the original Daoming Temple, appeared! #My Girls Generation#💃💃",-0.80840135
zh-en,有些事，真的不必太走心。再次提醒自己现在需要做的事只是努力认真工作，存钱，孝顺爸妈，努力变得更好。,"Some things really don't have to be taken too seriously. Remind yourself again that all you need to do now is work hard, save money, be filial to your parents, and try to be better.",0.664562616
zh-en,以后爱干嘛干嘛说了也是自己找气受,"In the future, why do you want to say anything?",-2.281365316
zh-en,LZ考了四十几怎么了我去年买了个表,"I took the LZ exam in the 40s, what happened? I bought a watch last year",-0.80840135
zh-en,晚上去院子喂蟒蟒那一罐猫粮居然空了！！！！难道蟒蟒学会开罐头了,The jar of cat food that I went to the yard to feed the pythons at night was actually empty! ! ! ! Did the python learn to open cans?,0.664562616
zh-en,有时候觉得自己真是怎么都不顺利。。。为什么我的生活总是很闹心真的是！！！,Sometimes I feel like I'm not doing well. . . Why is my life always so disturbing really! ! !,-0.071919367
zh-en,大半夜的，看到两只蚊子在寝室的玻璃上结合。。心里一万只草泥马呼啸而过。。。想着，明年又有一堆蚊子要出生了。。窗外的那只蜘蛛真是白养你了，怎么干活的。。,"In the middle of the night, I saw two mosquitoes combined on the glass of the bedroom. . Ten thousand grass and mud horses roared past in my heart. . . Thinking, another bunch of mosquitoes will be born next year. . The spider outside the window really raised you in vain, how does it work? .",0.369969822
zh-en,經常看到甚麼甚麼男友力高的po，我每次看到都心想呸這樣而已我沒做過嗎x,"I often see some kind of boyfriend's high po, every time I see it, I think bah. I've never done it x",0.369969822
zh-en,看哪个视频后，恶心了2天还有阴隐，靠,"After watching which video, I was nauseous for 2 days and still dark, relying on",-2.281365316
zh-en,辣雞asxs雲端，5年前存的東西全沒了，還要求續費藥店臉啊,"Spicy chicken asxs cloud, all the things saved 5 years ago are gone, and the pharmacy face is still required to renew",-2.281365316
zh-en,白发无凭吾老矣！青春不再汝知乎……年将弱冠非童子，学不成名岂丈夫！——俞良弼,"I am old with white hair! Youth is no more, Ru Zhihu... Years will be weak and not a boy. If you can't study and become famous, you can't be a husband! ——Yu Liangbi",-3.754329282
zh-en,该不会真的要爆发第三次世界大战了吧,Is there really going to be a third world war?,0.664562616
zh-en,只有愈加灿烂的前方才无暇回眸过去,Only the brighter future has no time to look back to the past,0.664562616
zh-en,youcanyouupnocannobb,youcanyouupnocannobb,-0.80840135
zh-en,果然冬天来了卡粉卡的我想直接狗带,"Sure enough, when winter comes, I want to take the dog directly.",-0.80840135
zh-en,所以也没什么关系反正没法装大人睡觉,"So it doesn't matter, anyway, I can't pretend to be an adult to sleep",0.664562616
zh-en,"“GavinwasrunningallaroundNYCbraggingabouthisrelationshipwithBoyGeorgeandhavingsexwithhim.ButafterBoyGeorgefoundoutthatGavinwasspreadinghisbusinessallovertown,hecuthimoff.”啥。。。。。。呆滞脸。RadarOnline的东西半信半疑吧，但是还是。。。","""GavinwasrunningallaroundNYCbraggingabouthisrelationshipwithBoyGeorgeandhavingsexwithhim.ButafterBoyGeorgefoundoutthatGavinwasspreadinghisbusinessallovertown,hecuthimoff.""What. . . . . . Gloomy face. RadarOnline stuff is dubious, but still. . .",-0.071919367
zh-en,女人来例假好恐怖。不光来的时候各种难受，来之前身体不适，胃口大开（意味这会迅速增肥），最重要是……负面情绪要爆炸,"It's scary for a woman to have her period. Not only did I feel uncomfortable when I came, I felt unwell before I came, and I had a big appetite (meaning it would quickly gain weight), and the most important thing is... the negative emotions are going to explode",-0.071919367
zh-en,上午婆婆问你明天生日吧，我们出去吃，下午老公拿回来这个说给我的生日礼物，晚上闺蜜打电话来要宴请我，我第一次忙到忘记自己生日！真的忘了有了孩子都这样吗？,"In the morning, my mother-in-law asked about your birthday tomorrow. Let's go out to eat. In the afternoon, my husband brought back this birthday present that he said to me. Have you really forgotten that having kids is like this?",-0.80840135
zh-en,男人都喜欢腿细，身材好，可是这种女的靠谱么，就和喜欢装帅的男生，以后都不靠谱么？,"Men like thin legs and a good figure, but is this kind of woman reliable, just like boys who like to pretend to be handsome, will they not be reliable in the future?",0.517266219
zh-en,尼玛看那点觉得我喝得酒？标准的一杯到好吗！！！,Nima thinks I'm drinking too much? A standard cup is good! ! !,-0.80840135
zh-en,另外，他们还经常将未经授权的软件上载到网络上，供网络用户从网上下载。,"In addition, they often upload unauthorized software onto the web for web users to download from the web.",0.664562616
zh-en,爱情不就是让人又爱又恨却又放不下吗……,Isn't love what makes people love and hate but can't let go...,0.664562616
zh-en,11.17凌晨。自己真的还有很多毛病，也成了自己讨厌的那种人。嗯，努力稳重点...还有，今天头又晕又困，吃完晚饭又睡了一会，还差点睡过头了...,"11.17 am. I really still have a lot of problems, and I have become the kind of person I hate. Well, trying to keep the focus... Also, I was dizzy and sleepy today, I slept for a while after dinner, and I almost overslept...",-0.071919367
zh-en,体能测试作弊抓来重新跑，早知如此，何必当初,"I cheated on the physical fitness test and caught it to run again. I knew this earlier, why bother",-0.80840135
zh-en,卧槽，又是改名字，还把简介给我删掉，我忘了我原来写的啥了,"Shit, I changed my name again, and I deleted the profile for me, I forgot what I originally wrote",0.517266219
zh-en,终于弄完了😁睡觉😪都这么久了为啥子还不凋谢呢😘😘还活得这么好😒,"Finally finished it😁Sleep😪It’s been so long, why hasn’t it withered?😘😘 Still alive and well😒",0.664562616
zh-en,现在的大年轻人啊，手速真是快，爸爸妈妈没有告诉你不要和老阿姨抢回家的票吗，老阿姨要回家！回家！回家！,"Today's big young man, your hand speed is really fast, didn't your parents tell you not to grab the ticket home with the old aunt, the old aunt wants to go home! go home! go home!",0.369969822
zh-en,作业多到让我害怕直接写出翔来！！,There is so much homework that I am afraid to write it directly! !,-0.80840135
zh-en,每天忙里忙外就是秉持对每一位顾客负责人的心态！现在做这行的太多，正规的不正规的遍地都是，每个顾客选择我都是信任，谢谢我的宝贝们,"Busy everyday is to uphold the mentality of being responsible for every customer! There are too many in this line of business now, there are formal and informal everywhere, every customer chooses me to trust, thank you my darlings",-0.80840135
zh-en,三食堂一楼的水饺卖9块天要炸啊,"The dumplings on the first floor of the three canteens sell for 9 yuan, and they will be fried.",-0.80840135
zh-en,#轻松移刻#陪女朋友逛街，她突然问：“我和你前女友谁的身材好？”我正犹豫，忽然身后一个声音答：“你好！”我们惊恐回头，是一陌生男子，他似乎被我们的表情吓坏了，颤声说：“你好，请问人民路怎么走。”,"#easyshifting# Shopping with my girlfriend, she suddenly asked: ""Who is in good shape between me and your ex-girlfriend?"" I was hesitating, and suddenly a voice behind me replied: ""Hello!"" We turned back in horror, it was a strange man, He seemed to be frightened by our expressions, and said in a trembling voice, ""Hello, may I ask how to get to Renmin Road.""",-0.80840135
zh-en,遗忘有一把竖琴，记忆用它弹奏无声的忧伤！世界让我遍体鳞伤！但伤口长出的却是翅膀……向我袭来的黑暗……让我更加灿亮……,"Forgetting has a harp, with which memory plays silent sorrow! The world makes me bruised all over! But what grew out of the wound were wings... the darkness that hit me... made me brighter...",0.664562616
zh-en,你的问题我假装回答得云淡风轻，有些事不是不想跟你说而是不敢跟你说,"I pretended to answer your question lightly. There are some things that I don't want to tell you, but I dare not tell you",-0.80840135
zh-en,本来想拍被柑子刺扎中的手指头，结果发现镜头里乱入了到处瞎逛的兔子😂😂#我家的垂耳兔#整天除了到处瞎逛，就是在笼子里躺着吃草😂😂躺着吃……,"Originally wanted to take a picture of the finger pierced by the orange thorn, but found that the camera was messed up with a rabbit wandering around 😂😂#MyLop Rabbit# In addition to wandering around all day, I just lay in the cage and eat grass😂😂 eat...",-0.80840135
zh-en,[钻石]TST新店开业现场[火焰][火焰][火焰]反正我惊呆了[惊恐][惊恐]这密密麻麻的人群，密集恐惧症都犯了～只能说TST受益者越来越多了！！秒拍视频.,"[Diamond] TST new store opening scene [flame] [flame] [flame] Anyway, I was stunned [horrified] [horrified] This dense crowd has committed intensive phobia~ It can only be said that there are more and more TST beneficiaries ! ! Video in seconds.",0.664562616
zh-en,艾麦，铁路医院有拍电影也不电视剧的，拍的是啥不知道，只是医院牌子都换成“滨海市医院”,"Ai Mai, the railway hospital does not make movies or TV dramas. I don't know what it is filming, but the hospital brand has been changed to ""Binhai City Hospital""",0.664562616
zh-en,一想到即将去那科室工作我就堵心真是恶心虚伪笨死了本来一直很开心一想到这个就郁闷跟价值观性格差距大的人共事真是烦,"When I think about going to work in that department, my heart is blocked. It's disgusting, hypocritical and stupid. I've always been very happy. When I think of this, I feel depressed. It's really annoying to work with people with big differences in values ​​and personality.",0.664562616
zh-en,以前读书的时候听人说接触了社会才知道社会多肮脏什么的然后我毕业挺久了也没觉得社会多肮脏啊倒是在这个垃圾饭圈看到人性有多可耻啊真没想到啊说一套做一套的人多的是在微博上装这个无所谓的逼到底会有多爽啊??,"When I was in school, I heard people say that only when I came into contact with the society did I know how dirty the society was. After I graduated for a long time, I didn't feel how dirty the society was. It's just how shameful it is to see human nature in this garbage fan circle. I didn't expect it. There are many people who do one set and one set. How cool will it be to install this indifferent force on Weibo??",-0.80840135
zh-en,寒冷的上午，宝贝被一个我不认识的人，用电动车带着，到大润发附近的会议室参加演讲比赛。有木有感觉很奇葩,"On a cold morning, the baby was taken by a person I did not know in an electric car to the conference room near RT-Mart to participate in a speech contest. There is wood and it feels very strange",-0.80840135
zh-en,审车这种事我可不管，自己来能屎阿,"I don't care about this kind of thing, I can do it myself",-0.80840135
zh-en,失眠了！！！睡不着啊！！！！！！！！,Insomnia! ! ! can not fall asleep! ! ! ! ! ! ! !,0.664562616
zh-en,明明自己就很好看嘛。为啥照片拍出来，好丑,"Obviously he looks good. Why is the photo taken, it's so ugly",-0.071919367
zh-en,怎么会批准生产这种版式本来我就辨不好真假钱关键还这么丑,"How can I approve the production of this version, I can't tell the difference between real and fake money, the key is so ugly",-2.281365316
zh-en,再试一次，刚买不久的手机在五道口被偷，不得不分期买个手机，1000还个手机贷款吧,"Try again, the mobile phone I just bought was stolen in Wudaokou, I have to buy a mobile phone in installments and pay off a mobile phone loan of 1000",0.664562616
zh-en,出师未捷…还没出门就扭了膝盖，滑膜炎又来了,"I didn't succeed in my apprenticeship... I twisted my knee before I went out, and the synovitis came again",-0.071919367
zh-en,2015年的第一场雪，没有我想象中开心…,The first snow in 2015 was not as happy as I imagined...,0.664562616
zh-en,特么的，每天眼睛跳的人泪眼朦胧的，到底是有多大的财要来,"What's so special, the people whose eyes dance every day are hazy with tears, how much money is coming?",-2.281365316
zh-en,你带我吃张亮，把鸡块培根香肠都扒拉到我碗里。总是嘲笑我馋是一只小猪，我也总是向你讨要这个吃那个吃。。。现在我一下子瘦了,"You took me to eat Zhang Liang, and pulled the chicken nuggets, bacon and sausages into my bowl. Always laugh at me as a little pig, and I always ask you to eat this and that. . . Now I'm losing weight",-0.80840135
zh-en,在该下苦力的地方拼其他方面就轻描淡写,It's an understatement to spell other things in the place where the coolie is supposed to work.,-0.80840135
zh-en,我做好了要与你过一辈子的打算，也做好了你随时要走的准备。这大概是最好的爱情观，深情而不纠缠。然而太难了。,"I'm ready to spend a lifetime with you, and I'm ready to leave at any time. This is probably the best view of love, affectionate and not entangled. But it's too difficult.",0.664562616
zh-en,捐款给教会几百万上千万都有照，捐给歌几百块都要肉偿最好！！无耻下流之极！！,"Donations to the church of millions and tens of millions have photos, and it is best to donate hundreds of dollars to songs! ! Shameless and indecent! !",-0.80840135
zh-en,来也匆匆去也匆匆，唯有美食不可辜负,"Come in a hurry and go in a hurry, only the food can't live up to it",0.664562616
zh-en,迷茫此时的我迷茫许久自己该真正做什么工作，很多时候因为生活的所迫做了些自己不喜欢的工作。现如今弄的我真不知道该怎么办了……？迷茫的开始怀疑慢长人生该如何走下去,"Confused at this time, I have been confused for a long time about what job I should really do, and many times I do some work that I don't like because of the compulsion of life. I really don't know what to do now...? Confused and beginning to wonder how to go on in a slow life",0.517266219
zh-en,鱼总的七根凶简完结了我舍不得看就先扫别的文但是别的文不对胃口全弃掉了😨可是鱼总的文看完了就没了啊泪流满面,"Yu Zong's seven sinister briefs are over, I can't bear to read it, so I will scan other texts first, but the other texts are not right and I will give up all of them. But Yu Zong's text is gone after reading it. I burst into tears.",-1.544883333
zh-en,真是别人怎么弄怎么过分都不急眼，一到我这全是火，我为啥就得这么窝囊呢，咳……,"It's true that others don't pay attention to how they do it. When it comes to me, it's full of fire. Why do I have to be so useless, cough...",-2.281365316
zh-en,拉着你陪我聊到这会儿真是委屈你了以后的日子还长你要慢慢适应啊,"Pulling you to accompany me to chat until now is really wronging you, the days will be long, you have to adapt slowly",-2.281365316
zh-en,每天不是这个投票就是那个投票有这闲工夫还不如去把学院活动办得好一点,"It's either this vote or that vote every day. If you have time to spare, you might as well go and do a better job at the college.",0.664562616
zh-en,睡了一天了，为什么上眼皮还是一直和下眼皮打架啊？？,"After sleeping for a day, why does the upper eyelid keep fighting with the lower eyelid? ?",0.664562616
zh-en,现在淘宝都不叫“亲”改叫“主人”了吗惊到了真会玩,"Now Taobao doesn't call it ""Pro"" instead of ""Master""?",0.369969822
zh-en,怪不得当年我长这么丑都还有女孩子喜欢，原来是我每天都吃山东大蒜的缘故啊！好吧，现在可能不敢吃了。,"No wonder girls liked me when I was so ugly. It turned out that I ate Shandong garlic every day! Well, I may not dare to eat it now.",0.664562616
zh-en,@饼仙我TM到底是做错了什么，每次都要被这样拖拖拖真的是日了狗了！,"@bingxian I TM what did I do wrong, it's really a day and a day to be dragged like this every time!",-3.754329282
zh-en,隔壁的..你们..够了啊.....畜生！,Next door...you...that's enough... beasts!,-0.80840135
zh-en,手机新浪网改版太差，只好放弃了！我想肯定已经流失了大量的用户了。用户体验不好。改版还改个毛线。差评！,"The revision of the mobile phone Sina.com was too bad, so I had to give up! I think it must have lost a lot of users. Bad user experience. The revision also changed the wool. Bad review!",-0.80840135
zh-en,我一直没发现，那些个表情包，居然是我学友哥？、,"I never found out that those emojis are actually my Xueyou brother? ,",0.664562616
zh-en,为什么可以遇见你们让我那么心动,Why meeting you makes me so heartbroken,-0.80840135
zh-en,我只喜欢被你喜欢的感觉！......靠，说出这句话的都是混蛋,"I just love the feeling of being liked by you! ...Damn, those who say this are bastards",0.664562616
zh-en,这盆海棠在办公室待了好几天，一直以为是假的，今天老板娘说了句“这海棠还蛮漂亮的！”我回了句“是很漂亮，可惜是个假的”～最后被告知～这花是真的，是真的,"This pot of begonia stayed in the office for several days, and I always thought it was fake. Today, the boss said, ""This begonia is quite beautiful!"" I replied, ""It's very beautiful, but unfortunately it's fake"" ~ I was finally told~ This flower is real, it is real",0.664562616
zh-en,That'senough！我天天不是听你在那当怨妇的！,That'senough! I didn't listen to you as a grudge every day!,0.664562616
zh-en,老朋友不懂你的新情况新朋友不懂你的老脾气,Old friends don't understand your new situation New friends don't understand your old temper,0.664562616
zh-en,也许女孩真不知道这样对男孩伤害有多大！男孩在想她真的有没有爱过一个人！这种感觉只有真正爱过的人才能体会！男孩从来都没忘记过女孩那怕是相隔千里！,"Maybe girls really don't know how much this hurts boys! The boy was wondering if she really loved someone! This feeling can only be experienced by those who have truly loved it! Boys have never forgotten girls, even if they are thousands of miles apart!",0.664562616
zh-en,有那么像大妈吗有吗有吗有吗气死我了吐血吐血吐血,Is it that much like an aunt? Is it there? Is it there?,-2.281365316
zh-en,看看打着民主幌子的台湾都在干些什么！,Look what Taiwan is doing under the guise of democracy!,0.664562616
zh-en,看完大结局整个人都不好了编剧和后期是不走心么完全靠看cp感才追的剧最后鬼妞的哭戏很带感啊可是旁白一出简直哔了🐶了下部还没有鬼妞了等安徽台出未删减版吧但愿走点心,"After watching the finale, the whole person is not good. The screenwriter and the later stage are not distracted. The drama that I chased only by watching the CP feeling. The crying scene of the ghost girl at the end is very touching, but when the narration came out, it was like a beep🐶 There are no ghosts in the lower part. Niu, wait for Anhui Taiwan to release the uncut version",-3.754329282
zh-en,他一遍遍看着他出事时侯的视频。看着他在火焰中恍惚的身影……看着他因太热而颤抖的身体，看着他将女生护在怀里；看着他如今浑身绷带倒在病床上，看到有人说他坏话就不顾形象骂回去：现在他就在病房外、里面的他一定是知道的；他悄悄的在监护室的窗户上留下了明栎两个字；转身离开！,"He watched over and over again the video of the time of his accident. Seeing his stupefied figure in the flames... Seeing his trembling body from being too hot, watching him protect the girl in his arms; seeing him now lying on the hospital bed covered in bandages, seeing someone speak ill of him Regardless of the image, he scolded back: now he is outside the ward, and he must know what is inside; he quietly left the word Mingyu on the window of the ward; turn around and leave!",-0.071919367
zh-en,真心对不起那么多的猪头肉，一年的时间，隔三差五的频率，居然也是喂了猪，，真想掐死你。,"I'm really sorry for so many pig head meat. In a year, every three or five times, I actually fed pigs. I really want to strangle you.",0.369969822
zh-en,一个中午就一直吵吵吵吵个什么鬼啊，我们小小班本来睡觉很好的，非得拉几个大班调皮鬼来我们班睡，真是要疯了！,"What the hell was going on all the time at noon, our small class was supposed to sleep well, but it was crazy to have to bring in some naughty ghosts from the big class to come to sleep in our class!",0.517266219
zh-en,他说，“习惯于互相讨论问题，进入社会后，你发现没有人可以跟你讨论了。,"He said, ""Get used to discussing problems with each other, and when you enter the society, you find that there is no one to discuss with you.",0.664562616
zh-en,我靠，我老板说再干一中午吧，帮他账搞电脑里，，他不起床，我也是醉了,"Damn it, my boss said let's do it for another noon, help him account for the computer, if he doesn't get up, I'm drunk too",0.369969822
zh-en,所以注定我这辈子是做不了商人妈蛋,So I'm doomed that I can't be a businessman in my life.,-0.80840135
zh-en,无论是心情多么低沉的夜晚，天光大亮后都是崭新的开始。,"No matter how gloomy the night is, when the sky is bright, it is a new beginning.",0.664562616
zh-en,帽子怎么就变绿色幸好只是试一下,"Why did the hat turn green. Fortunately, I just tried it.",0.517266219
zh-en,你以为你是谁啊。就你这样的，，，，我也是醉了！,"who do you think You Are. Just like you,,,, I am also drunk!",-2.281365316
zh-en,这样折磨我真的好吗？为什么我背的题一道都不考，伐开心,Is it really okay to torture me like this? Why don't I test any of the questions I've memorized? I'm happy,-0.80840135
zh-en,#linther说#以前，他从来不对我说晚安，就算每次我发了晚安，他只会回“拜”。今天，他主动说了“晚安”，我心里一惊，又觉得是不是自己想多了。,"#linthersay# Before, he never said good night to me, even if every time I sent good night, he would only return ""Bye"". Today, he took the initiative to say ""good night"", I was shocked, and I wondered if I was thinking too much.",0.664562616
zh-en,除此之外比较让我恐惧的就是，自己的智商是有限的，有的东西我可能一辈子都理解不了，但是却有人能够轻易的理解。就像看着自己怎么伸手都够不着的果实被别人轻易的摘去了一样。而且那里明明还有很多果实，我能看得到但是一辈子都够不着。想想真是让人害怕啊。不甘心也没有用，为什么我不是天才呢。,"In addition, what scares me more is that my IQ is limited, and some things I may not understand in my life, but some people can easily understand. It's like watching a fruit that can't be reached easily by others. And there are obviously a lot of fruits there, I can see them but I can't reach them for a lifetime. It's scary to think about. It is useless to be unwilling, why am I not a genius.",-0.071919367
zh-en,手机买了12天就降了300，摩托你的手机情怀呢？,The mobile phone dropped 300 after 12 days of buying it. What about your mobile phone feelings?,-0.80840135
zh-en,为什么老师看见我的桌面会问我：“你平时是不是打游戏？”,"Why did the teacher ask me when he saw my desktop: ""Do you usually play games?""",0.664562616
zh-en,棉花一枝独秀？难道看不见服装业的形势？,Cotton thriving? Can't see the situation of the clothing industry?,0.517266219
